,target
0,1
1,0
2,0
3,0
4,0
5,1
6,0
7,1
8,0
9,0
10,1
11,0
12,0
13,1
14,0
15,0
16,1
17,1
18,0
19,0
20,1
21,0
22,1
23,0
24,1
25,1
26,0
27,0
28,0
29,0
30,0
31,1
32,0
33,1
34,0
35,0
36,0
37,0
38,1
39,1
40,0
41,0
42,0
43,0
44,1
45,0
46,1
47,0
48,0
49,1
50,1
51,0
52,1
53,1
54,0
55,0
56,1
57,0
58,0
59,1
60,0
61,0
62,0
63,0
64,0
65,1
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,0
79,0
80,1
81,1
82,0
83,1
84,0
85,0
86,1
87,0
88,0
89,0
90,0
91,0
92,1
93,1
94,1
95,0
96,1
97,0
98,0
99,1
100,0
101,0
102,0
103,1
104,1
105,0
106,0
107,1
108,1
109,1
110,0
111,1
112,0
113,0
114,1
115,0
116,1
117,0
118,0
119,1
120,1
121,1
122,0
123,1
124,0
125,1
126,0
127,1
128,0
129,0
130,0
131,1
132,0
133,0
134,1
135,0
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,1
146,1
147,1
148,0
149,0
150,0
151,1
152,1
153,0
154,0
155,1
156,0
157,1
158,1
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,1
168,1
169,0
170,1
171,1
172,1
173,0
174,0
175,0
176,1
177,0
178,0
179,1
180,0
181,1
182,1
183,1
184,1
185,1
186,0
187,1
188,0
189,1
190,0
191,1
192,0
193,1
194,0
195,0
196,1
197,1
198,0
199,0
200,0
201,0
202,0
203,1
204,0
205,0
206,1
207,0
208,1
209,1
210,0
211,0
212,1
213,1
214,1
215,1
216,0
217,0
218,0
219,0
220,0
221,0
222,1
223,0
224,1
225,1
226,0
227,1
228,1
229,0
230,0
231,1
232,0
233,1
234,1
235,1
236,0
237,1
238,0
239,0
240,0
241,0
242,1
243,1
244,0
245,1
246,0
247,1
248,1
249,1
250,0
251,0
252,0
253,1
254,0
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,0
266,1
267,1
268,1
269,1
270,1
271,1
272,0
273,1
274,1
275,1
276,1
277,1
278,0
279,1
280,0
281,1
282,1
283,1
284,0
285,1
286,0
287,0
288,0
289,1
290,0
291,1
292,0
293,0
294,1
295,0
296,1
297,1
298,0
299,1
300,1
301,0
302,0
303,1
304,1
305,1
306,1
307,1
308,1
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,1
321,1
322,0
323,1
324,0
325,0
326,1
327,0
328,0
329,1
330,0
331,1
332,1
333,0
334,0
335,0
336,0
337,1
338,0
339,0
340,0
341,0
342,1
343,1
344,0
345,1
346,1
347,0
348,0
349,0
350,1
351,1
352,0
353,1
354,0
355,0
356,1
357,0
358,0
359,0
360,0
361,0
362,0
363,1
364,1
365,1
366,1
367,0
368,0
369,0
370,0
371,1
372,1
373,1
374,0
375,1
376,1
377,1
378,0
379,1
380,1
381,1
382,1
383,0
384,1
385,0
386,1
387,0
388,0
389,0
390,1
391,0
392,1
393,1
394,0
395,0
396,1
397,1
398,0
399,0
400,1
401,0
402,1
403,1
404,1
405,1
406,0
407,1
408,1
409,1
410,0
411,1
412,1
413,0
414,0
415,0
416,0
417,1
418,1
419,1
420,0
421,1
422,1
423,0
424,0
425,0
426,0
427,1
428,0
429,1
430,0
431,0
432,0
433,1
434,0
435,1
436,0
437,0
438,0
439,1
440,1
441,1
442,1
443,1
444,0
445,0
446,0
447,1
448,1
449,0
450,1
451,0
452,0
453,1
454,1
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,0
463,1
464,1
465,1
466,0
467,0
468,0
469,1
470,0
471,0
472,1
473,1
474,0
475,1
476,1
477,1
478,1
479,0
480,1
481,1
482,1
483,1
484,1
485,0
486,1
487,0
488,0
489,0
490,1
491,1
492,1
493,0
494,0
495,0
496,0
497,1
498,0
499,1
500,0
501,0
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,1
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,1
521,0
522,1
523,0
524,1
525,0
526,0
527,1
528,0
529,1
530,0
531,1
532,0
533,0
534,0
535,1
536,1
537,0
538,0
539,1
540,0
541,1
542,0
543,0
544,0
545,1
546,1
547,0
548,0
549,0
550,1
551,1
552,0
553,1
554,1
555,1
556,1
557,0
558,1
559,0
560,0
561,0
562,1
563,1
564,0
565,0
566,0
567,1
568,1
569,1
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,1
578,1
579,1
580,0
581,0
582,1
583,0
584,0
585,1
586,1
587,1
588,1
589,1
590,1
591,0
592,0
593,1
594,1
595,0
596,0
597,1
598,1
599,0
600,1
601,1
602,0
603,0
604,1
605,0
606,1
607,0
608,0
609,0
610,1
611,1
612,1
613,1
614,1
615,1
616,0
617,0
618,1
619,1
620,0
621,0
622,0
623,0
624,1
625,0
626,0
627,1
628,0
629,1
630,1
631,0
632,1
633,0
634,0
635,0
636,1
637,1
638,1
639,0
640,0
641,1
642,0
643,0
644,0
645,1
646,1
647,1
648,1
649,1
650,0
651,0
652,1
653,0
654,0
655,1
656,0
657,0
658,0
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,0
668,0
669,0
670,1
671,0
672,0
673,0
674,1
675,1
676,0
677,1
678,1
679,0
680,1
681,1
682,1
683,0
684,1
685,0
686,0
687,0
688,0
689,0
690,1
691,1
692,0
693,0
694,1
695,0
696,1
697,1
698,1
699,1
700,0
701,1
702,1
703,0
704,0
705,1
706,0
707,0
708,0
709,1
710,1
711,1
712,0
713,0
714,0
715,1
716,1
717,0
718,0
719,0
720,0
721,1
722,0
723,0
724,0
725,1
726,0
727,0
728,0
729,1
730,1
731,0
732,0
733,1
734,0
735,0
736,1
737,1
738,1
739,1
740,0
741,0
742,0
743,1
744,1
745,0
746,0
747,0
748,0
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,0
757,0
758,0
759,1
760,0
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,1
769,0
770,0
771,0
772,0
773,1
774,0
775,0
776,0
777,1
778,1
779,0
780,1
781,0
782,1
783,0
784,0
785,0
786,0
787,0
788,1
789,0
790,1
791,1
792,1
793,0
794,1
795,0
796,0
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,0
808,1
809,1
810,0
811,1
812,1
813,1
814,0
815,0
816,1
817,1
818,0
819,1
820,1
821,1
822,0
823,0
824,1
825,1
826,1
827,1
828,0
829,0
830,0
831,1
832,0
833,0
834,0
835,1
836,0
837,1
838,1
839,0
840,1
841,0
842,0
843,1
844,0
845,1
846,0
847,1
848,0
849,1
850,0
851,0
852,1
853,0
854,0
855,0
856,1
857,1
858,1
859,1
860,0
861,1
862,1
863,1
864,1
865,1
866,1
867,0
868,1
869,1
870,0
871,0
872,0
873,1
874,1
875,1
876,0
877,1
878,1
879,1
880,0
881,1
882,0
883,1
884,0
885,0
886,1
887,1
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,0
899,0
900,0
901,1
902,0
903,0
904,1
905,0
906,0
907,1
908,0
909,0
910,0
911,0
912,1
913,1
914,0
915,0
916,0
917,1
918,0
919,1
920,1
921,0
922,0
923,1
924,0
925,0
926,0
927,0
928,1
929,0
930,1
931,0
932,1
933,1
934,0
935,0
936,1
937,1
938,1
939,1
940,0
941,1
942,0
943,1
944,0
945,0
946,0
947,1
948,0
949,1
950,0
951,0
952,1
953,0
954,0
955,0
956,1
957,0
958,1
959,0
960,0
961,1
962,1
963,1
964,1
965,1
966,0
967,1
968,1
969,0
970,1
971,0
972,0
973,0
974,0
975,1
976,0
977,0
978,1
979,1
980,0
981,1
982,1
983,1
984,0
985,0
986,1
987,1
988,1
989,1
990,0
991,0
992,0
993,1
994,1
995,1
996,0
997,1
998,1
999,1
